run_id,run_name,config_name,mode,oom,vocab_size,embd_dim,num_heads,num_layers,seq_len,batch_size,head_dim,total_params,total_steps,elapsed_seconds,loss_min,loss_max,loss_avg,gpu_utilization_pct_min,gpu_utilization_pct_max,gpu_utilization_pct_avg,gpu_memory_access_time_pct_min,gpu_memory_access_time_pct_max,gpu_memory_access_time_pct_avg,gpu_memory_allocated_bytes_min,gpu_memory_allocated_bytes_max,gpu_memory_allocated_bytes_avg,gpu_memory_allocated_pct_min,gpu_memory_allocated_pct_max,gpu_memory_allocated_pct_avg,gpu_temperature_c_min,gpu_temperature_c_max,gpu_temperature_c_avg,gpu_power_usage_w_min,gpu_power_usage_w_max,gpu_power_usage_w_avg,gpu_enforced_power_limit_w_min,gpu_enforced_power_limit_w_max,gpu_enforced_power_limit_w_avg,gpu_power_usage_pct_min,gpu_power_usage_pct_max,gpu_power_usage_pct_avg,gpu_sm_clock_mhz_min,gpu_sm_clock_mhz_max,gpu_sm_clock_mhz_avg,gpu_memory_clock_mhz_min,gpu_memory_clock_mhz_max,gpu_memory_clock_mhz_avg,gpu_uncorrected_memory_errors_min,gpu_uncorrected_memory_errors_max,gpu_uncorrected_memory_errors_avg,gpu_corrected_memory_errors_min,gpu_corrected_memory_errors_max,gpu_corrected_memory_errors_avg,network_recv_bytes_min,network_recv_bytes_max,network_recv_bytes_avg,network_sent_bytes_min,network_sent_bytes_max,network_sent_bytes_avg,disk_read_mb_min,disk_read_mb_max,disk_read_mb_avg,disk_write_mb_min,disk_write_mb_max,disk_write_mb_avg,disk_used_gb_min,disk_used_gb_max,disk_used_gb_avg,disk_used_pct_min,disk_used_pct_max,disk_used_pct_avg,process_cpu_threads_min,process_cpu_threads_max,process_cpu_threads_avg,process_cpu_pct_min,process_cpu_pct_max,process_cpu_pct_avg,process_memory_used_mb_min,process_memory_used_mb_max,process_memory_used_mb_avg,process_memory_used_pct_min,process_memory_used_pct_max,process_memory_used_pct_avg,process_memory_available_mb_min,process_memory_available_mb_max,process_memory_available_mb_avg,system_memory_utilization_pct_min,system_memory_utilization_pct_max,system_memory_utilization_pct_avg
72,run_072_train,v16k_d1024_h8_l12_s1024_b4,train,0,16384,1024,8,12,1024,4,128,167515136,3080,302.91,1.1484,6.125,3.8706,86,99,98.1571,26,55,41.0881,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,51,57,53.6015,165.14,435.44,284.114,400.0,400.0,400.0,41.29,108.86,71.0285,1380,1410,1408.908,1215,1215,1215.0,0,0,0.0,0,0,0.0,4032485622063,4034427495553,4032570280862.502,1327009298457,1327129014706,1327016163875.1418,1414.143,1414.143,1414.143,491867.812,491868.02,491867.9231,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2647.73,3122.4,2943.5366,0.5132,0.6052,0.5705,501586.99,502737.43,502398.992,2.6,2.8,2.6057
73,run_073_train,v32k_d2048_h8_l12_s4096_b2,train,0,32768,2048,8,12,4096,2,256,670083072,566,303.19,2.3594,10.4375,5.0728,79,99,97.241,21,55,35.0769,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,55,59,57.5641,179.22,435.58,287.7513,400.0,400.0,400.0,44.8,108.9,71.9382,1365,1410,1406.4615,1215,1215,1215.0,0,0,0.0,0,0,0.0,4034714856520,4035608671306,4034804536943.5127,1329236545037,1329248316954,1329238618876.8667,1414.143,1414.143,1414.143,491868.148,491868.352,491868.2686,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,3032.26,3059.18,3050.7119,0.5878,0.593,0.5914,501297.33,502346.36,502180.0194,2.6,2.8,2.6374
74,run_074_train,v16k_d512_h8_l24_s2048_b2,train,0,16384,512,8,24,2048,2,64,83751424,3119,302.7,1.3906,6.2188,4.2256,82,99,96.8269,24,32,31.3885,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,53,57,55.1423,157.67,435.76,297.8929,400.0,400.0,400.0,39.42,108.94,74.4731,1380,1410,1404.9808,1215,1215,1215.0,0,0,0.0,0,0,0.0,4036585725375,4037176537197,4037116079575.246,1329256938920,1329547598762,1329467916406.377,1414.143,1414.143,1414.143,491868.352,491871.594,491870.2304,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2622.36,3073.36,2757.9333,0.5083,0.5957,0.5346,495488.07,502644.85,498450.0909,2.6,4.0,3.3942
75,run_075_train,v32k_d1024_h8_l24_s2048_b2,train,0,32768,1024,8,24,2048,2,128,335029248,1532,302.74,2.1094,7.5625,4.5389,84,99,98.0747,26,55,41.4896,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,53,58,55.5021,155.16,439.53,276.7645,400.0,400.0,400.0,38.79,109.88,69.191,1395,1410,1409.0041,1215,1215,1215.0,0,0,0.0,0,0,0.0,4037212481996,4037230734237,4037220800989.274,1329610411632,1329611584170,1329610977582.888,1414.143,1414.143,1414.143,491871.652,491871.672,491871.6526,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2691.93,3141.14,2980.3485,0.5218,0.6089,0.5777,502215.55,502666.0,502375.04,2.6,2.7,2.661
76,run_076_train,v16k_d1024_h8_l6_s2048_b2,train,0,16384,1024,8,6,2048,2,128,92146688,5877,302.71,1.3359,5.5312,3.426,87,99,98.0038,27,55,39.8435,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,58,54.4847,157.5,442.89,278.3486,400.0,400.0,400.0,39.38,110.72,69.5871,1395,1410,1409.0267,1215,1215,1215.0,0,0,0.0,0,0,0.0,4037268940179,4037347207998,4037318267529.061,1329612295059,1329613750814,1329613015795.725,1414.143,1414.143,1414.143,491871.699,491871.832,491871.7489,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2649.79,3077.56,3035.2561,0.5136,0.5965,0.5883,502291.56,502722.49,502334.576,2.6,2.6,2.6
77,run_077_train,v32k_d1024_h16_l12_s2048_b2,train,0,32768,1024,16,12,2048,2,64,184292352,2945,302.81,0.9023,6.25,3.8981,83,99,97.0751,24,55,40.5613,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,51,57,53.996,154.44,440.12,282.9367,400.0,400.0,400.0,38.61,110.03,70.734,1395,1410,1409.0514,1215,1215,1215.0,0,0,0.0,0,0,0.0,4037382572923,4037419572451,4037402226943.644,1329614495508,1329615842759,1329615117292.1897,1414.143,1414.143,1414.143,491871.859,491872.047,491871.9703,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,3116.0,3127.34,3121.484,0.604,0.6062,0.6051,502248.36,502261.01,502253.8714,2.6,2.6,2.6
78,run_078_train,v32k_d512_h16_l12_s4096_b4,train,0,32768,512,16,12,4096,4,32,54458880,1512,307.73,2.6719,6.75,4.2186,96,99,98.3375,29,55,41.475,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,54,59,56.8917,173.65,438.11,269.8997,400.0,400.0,400.0,43.41,109.53,67.4746,1365,1410,1408.3125,1215,1215,1215.0,0,0,0.0,0,0,0.0,4037454939903,4037484638739,4037470803255.554,1329616521836,1329617804658,1329617166413.1875,1414.143,1414.143,1414.143,491872.047,491872.094,491872.0508,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2649.51,3140.34,2825.3903,0.5136,0.6087,0.5477,502238.22,502729.15,502554.3678,2.6,2.6,2.6
79,run_079_train,v32k_d2048_h8_l12_s1024_b2,train,0,32768,2048,8,12,1024,2,256,670083072,1843,302.82,1.8359,9.75,4.6733,97,99,98.3944,29,55,41.4542,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,56,52.5219,169.84,439.53,277.7816,400.0,400.0,400.0,42.46,109.88,69.4457,1380,1410,1408.8048,1215,1215,1215.0,0,0,0.0,0,0,0.0,4037520243259,4037532427484,4037526347598.3784,1329618564237,1329619770314,1329619171897.5737,1414.143,1414.143,1414.143,491872.094,491872.094,491872.094,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2554.64,3046.64,2948.258,0.4952,0.5906,0.5715,502329.5,502822.84,502428.2929,2.5,2.6,2.5797
80,run_080_train,v32k_d1024_h16_l24_s4096_b4,train,0,32768,1024,16,24,4096,4,64,335029248,426,303.2,3.9219,6.625,5.0127,90,99,98.295,29,55,41.31,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,55,58,56.06,176.88,424.47,277.8478,400.0,400.0,400.0,44.22,106.12,69.4622,1365,1410,1408.425,1215,1215,1215.0,0,0,0.0,0,0,0.0,4037567842725,4037599217952,4037579416280.715,1329620507460,1329621554954,1329621042076.695,1414.143,1414.143,1414.143,491872.094,491872.207,491872.1095,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,3107.13,3133.38,3116.6127,0.6023,0.6074,0.6041,502252.86,502278.79,502268.2997,2.6,2.6,2.6
81,run_081_train,v16k_d2048_h8_l12_s2048_b2,train,0,16384,2048,8,12,2048,2,256,636528640,1068,302.73,2.0156,8.1875,4.8441,97,99,98.3398,29,55,41.6523,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,57,52.5273,170.71,424.15,273.5664,400.0,400.0,400.0,42.68,106.04,68.3917,1380,1410,1409.1211,1215,1215,1215.0,0,0,0.0,0,0,0.0,4037634550974,4037666737247,4037643239292.6797,1329622200658,1329623403366,1329622795348.7812,1414.143,1414.143,1414.143,491872.207,491872.254,491872.2139,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2669.46,3155.6,2905.9819,0.5174,0.6117,0.5633,502230.75,502718.75,502481.2407,2.6,2.6,2.6
82,run_082_train,v16k_d2048_h8_l12_s2048_b4,train,0,16384,2048,8,12,2048,4,256,636528640,612,303.02,2.6719,10.125,4.9585,97,99,98.342,29,55,41.6218,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,52,57,54.9171,172.78,436.31,276.4654,400.0,400.0,400.0,43.2,109.08,69.1165,1380,1410,1408.9119,1215,1215,1215.0,0,0,0.0,0,0,0.0,4037702268521,4037720407904,4037709255829.43,1329624116481,1329625080994,1329624569883.6838,1414.143,1414.143,1414.143,491872.254,491872.516,491872.3625,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,3135.41,3138.29,3136.4463,0.6078,0.6083,0.608,502247.18,502251.9,502250.4068,2.6,2.6,2.6
83,run_083_train,v8k_d2048_h16_l12_s4096_b4,train,0,8192,2048,16,12,4096,4,128,619751424,317,303.18,3.5469,7.0,5.0853,97,99,98.3467,29,55,42.3267,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,58,54.1533,171.89,449.04,269.2263,400.0,400.0,400.0,42.97,112.26,67.3068,1395,1410,1409.0,1215,1215,1215.0,0,0,0.0,0,0,0.0,4037755811005,4037773569317,4037762854816.32,1329625833774,1329626694782,1329626239760.56,1414.143,1414.143,1414.143,491872.516,491872.516,491872.516,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2672.58,3155.54,2782.6599,0.518,0.6117,0.5394,502228.96,502714.41,502606.3071,2.6,2.6,2.6
84,run_084_train,v16k_d2048_h16_l12_s4096_b4,train,0,16384,2048,16,12,4096,4,128,636528640,310,302.98,2.6562,6.9375,5.084,86,99,97.1678,25,55,37.0738,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,57,53.3557,157.78,443.21,281.8177,400.0,400.0,400.0,39.44,110.8,70.4541,1395,1410,1407.9866,1215,1215,1215.0,0,0,0.0,0,0,0.0,4037808962289,4037826824718,4037816069360.5303,1329627342406,1329628245531,1329627763238.5234,1414.143,1414.143,1414.143,491872.516,491872.562,491872.5256,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,3114.17,3123.99,3115.0294,0.6036,0.6055,0.6038,502264.15,502276.44,502273.5969,2.6,2.6,2.6
85,run_085_train,v16k_d2048_h8_l12_s1024_b4,train,0,16384,2048,8,12,1024,4,256,636528640,1085,302.09,2.0312,8.375,4.7865,89,98,96.9147,19,32,31.3295,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,56,60,58.0194,212.46,442.34,298.1491,400.0,400.0,400.0,53.11,110.58,74.5371,1380,1410,1405.7558,1215,1215,1215.0,0,0,0.0,0,0,0.0,4037862149280,4037879826925,4037868385846.004,1329628900290,1329630087175,1329629461775.6938,1414.143,1414.143,1414.143,491872.562,491872.562,491872.562,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2667.37,3123.86,2832.7187,0.517,0.6055,0.5491,502266.46,502726.06,502560.1861,2.6,2.6,2.6
86,run_086_train,v32k_d512_h8_l12_s2048_b4,train,0,32768,512,8,12,2048,4,64,54458880,2938,303.08,1.6328,6.2188,3.9361,0,99,97.0949,0,55,38.1581,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,49,60,53.7668,82.22,428.73,276.6328,400.0,400.0,400.0,20.55,107.18,69.1581,1380,1410,1407.1542,1215,1215,1215.0,0,0,0.0,0,0,0.0,4037915088987,4038072186984,4037997372448.676,1329630853903,1329698941631,1329679791206.9763,1414.143,1414.143,1414.143,491872.562,491872.875,491872.6848,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2660.02,2935.52,2872.7803,0.5156,0.569,0.5569,502156.04,502718.31,502508.2668,2.6,2.7,2.6016
87,run_087_train,v32k_d512_h8_l24_s2048_b2,train,0,32768,512,8,24,2048,2,64,92140032,3117,302.98,1.1562,9.625,4.2354,96,99,98.2538,29,55,40.3692,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,51,56,53.7731,171.31,433.84,272.2847,400.0,400.0,400.0,42.83,108.46,68.071,1395,1410,1409.1346,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038107577670,4038131129791,4038118106483.3423,1329699595350,1329700978889,1329700262399.2578,1414.143,1414.143,1414.143,491872.875,491872.957,491872.8952,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,3020.64,3030.16,3022.164,0.5855,0.5874,0.5858,502350.96,502360.25,502356.9778,2.6,2.6,2.6
88,run_088_train,v8k_d1024_h8_l6_s2048_b2,train,0,8192,1024,8,6,2048,2,128,83758080,6024,307.6,0.9219,5.3125,3.436,84,99,97.7871,25,55,41.2852,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,53,58,55.4943,155.91,433.97,272.5573,400.0,400.0,400.0,38.98,108.49,68.1389,1380,1410,1408.9163,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038166474573,4038195354571,4038181905569.08,1329701700217,1329703254264,1329702467788.27,1414.143,1414.143,1414.143,491872.957,491873.258,491873.0653,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2654.54,3051.97,2722.4646,0.5145,0.5916,0.5277,502332.04,502730.3,502665.4324,2.6,2.6,2.6
89,run_089_train,v8k_d512_h16_l24_s1024_b2,train,0,8192,512,16,24,1024,2,32,79557120,4300,302.63,1.3672,6.125,4.1662,94,99,98.2928,29,56,41.1673,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,49,55,52.1103,173.33,426.06,277.6459,400.0,400.0,400.0,43.33,106.51,69.4114,1380,1410,1409.4867,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038230885448,4038248807312,4038240180707.6274,1329703969648,1329705422127,1329704679218.7148,1414.143,1414.143,1414.143,491873.258,491873.332,491873.2848,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2664.35,2973.4,2786.4088,0.5164,0.5764,0.5401,502416.25,502725.23,502603.801,2.6,2.6,2.6
90,run_090_train,v16k_d2048_h16_l24_s1024_b2,train,0,16384,2048,16,24,1024,2,128,1239500800,946,302.85,1.7188,7.3125,4.9858,97,99,98.3026,29,55,40.9956,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,53,58,55.1711,178.03,439.53,282.1656,400.0,400.0,400.0,44.51,109.88,70.5415,1395,1410,1408.9474,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038284213533,4038309767222,4038295687445.237,1329706143066,1329707284436,1329706713524.0044,1414.143,1414.143,1414.143,491873.332,491873.379,491873.3476,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2547.94,3053.26,2938.7322,0.4939,0.5918,0.5696,502324.8,502833.05,502441.9628,2.5,2.6,2.5776
91,run_091_train,v8k_d1024_h16_l6_s2048_b2,train,0,8192,1024,16,6,2048,2,64,83758080,5857,302.98,1.0,4.9688,3.3848,97,99,98.416,29,55,42.542,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,57,52.9695,172.46,433.97,271.3275,400.0,400.0,400.0,43.11,108.49,67.8314,1380,1410,1409.1412,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038345098384,4038374437636,4038360451937.748,1329707997566,1329709552691,1329708773362.099,1414.143,1414.143,1414.143,491873.379,491873.379,491873.379,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2939.02,2958.9,2946.7135,0.5697,0.5735,0.5712,502434.93,502456.64,502447.8335,2.6,2.6,2.6
92,run_092_train,v16k_d2048_h8_l12_s4096_b4,train,0,16384,2048,8,12,4096,4,256,636528640,307,303.4,3.0312,7.0938,5.2085,97,99,98.3401,29,55,40.8163,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,51,56,53.6054,175.12,428.56,278.5585,400.0,400.0,400.0,43.78,107.14,69.6394,1395,1410,1409.1837,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038409875418,4038441588820,4038418501043.347,1329710224459,1329711110948,1329710652802.762,1414.143,1414.143,1414.143,491873.379,491873.492,491873.4207,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2666.37,3146.44,2726.2507,0.5168,0.6099,0.5284,502246.16,502727.07,502666.3649,2.6,2.6,2.6
93,run_093_train,v16k_d1024_h8_l12_s2048_b4,train,0,16384,1024,8,12,2048,4,128,167515136,1682,302.75,1.2109,6.2812,4.0621,94,99,98.3696,29,55,41.5992,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,49,57,53.3074,170.11,435.76,270.3019,400.0,400.0,400.0,42.53,108.94,67.5754,1395,1410,1408.7743,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038477283542,4038500834078,4038488158585.3306,1329711797246,1329713149037,1329712465958.1868,1414.143,1414.143,1414.143,491873.492,491873.539,491873.51,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2708.47,3193.99,3136.6651,0.525,0.6191,0.608,502197.55,502684.92,502254.5526,2.6,2.7,2.6907
94,run_094_train,v32k_d512_h8_l6_s1024_b4,train,0,32768,512,8,6,1024,4,64,35618304,10460,302.77,0.6836,5.125,2.9856,84,99,97.8626,26,55,40.4084,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,51,57,54.3282,160.89,406.88,271.3939,400.0,400.0,400.0,40.22,101.72,67.8487,1380,1410,1408.855,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038536236775,4038590899466,4038561885581.5,1329713844333,1329715574542,1329714745419.4846,1414.143,1414.143,1414.143,491873.539,491873.801,491873.71,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2883.36,2927.4,2912.3464,0.5589,0.5674,0.5645,502466.33,502507.98,502481.1411,2.6,2.6,2.6
95,run_095_train,v16k_d1024_h16_l24_s4096_b4,train,0,16384,1024,16,24,4096,4,64,318252032,453,302.81,3.7188,9.25,5.016,96,99,98.2275,29,55,40.2322,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,49,58,53.218,173.06,428.29,276.3877,400.0,400.0,400.0,43.26,107.07,69.0965,1395,1410,1408.7204,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038626360865,4038644518342,4038635101078.6587,1329716324307,1329717455250,1329716879168.6208,1414.143,1414.143,1414.143,491873.801,491873.801,491873.801,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,3149.93,3155.88,3153.1364,0.6106,0.6117,0.6112,502231.96,502238.32,502234.9329,2.6,2.6,2.6
96,run_096_train,v32k_d512_h8_l12_s1024_b4,train,0,32768,512,8,12,1024,4,64,54458880,6387,307.94,1.3047,5.8438,3.6761,90,99,96.8631,28,32,31.3536,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,54,58,56.5741,204.71,440.45,297.1051,400.0,400.0,400.0,51.18,110.11,74.2763,1380,1410,1404.2966,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038679848189,4038722683484,4038699695086.597,1329718124486,1329719692932,1329718900213.616,1414.143,1414.143,1414.143,491873.801,491873.848,491873.8214,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2685.77,3149.38,2943.9188,0.5206,0.6105,0.5706,502243.62,502708.7,502449.6308,2.6,2.6,2.6
97,run_097_train,v16k_d1024_h16_l24_s4096_b2,train,0,16384,1024,16,24,4096,2,64,318252032,835,307.68,2.625,7.25,4.7885,87,99,97.2176,27,55,35.8168,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,55,59,57.187,156.36,435.58,290.6826,400.0,400.0,400.0,39.09,108.9,72.6705,1365,1410,1405.5344,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038758296671,4038776198486,4038766626861.267,1329720436274,1329721719966,1329721053730.0955,1414.143,1414.143,1414.143,491873.848,491873.848,491873.848,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2648.0,3109.55,3052.4419,0.5133,0.6027,0.5916,502282.3,502744.3,502338.9141,2.5,2.6,2.5992
98,run_098_train,v32k_d2048_h8_l6_s2048_b4,train,0,32768,2048,8,6,2048,4,256,368596992,1133,302.79,1.8516,6.5312,4.2999,94,99,98.3127,29,55,41.8224,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,56,52.2664,173.51,423.16,275.2946,400.0,400.0,400.0,43.38,105.79,68.8231,1380,1410,1409.0734,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038811754825,4038829701979,4038821142033.9805,1329722442411,1329723689741,1329723086796.6409,1414.143,1414.143,1414.143,491873.848,491873.961,491873.9056,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,3136.02,3158.25,3144.4483,0.6079,0.6122,0.6095,502241.16,502263.04,502254.5475,2.6,2.6,2.6
99,run_099_train,v32k_d1024_h8_l6_s2048_b2,train,0,32768,1024,8,6,2048,2,128,108923904,5280,302.83,0.7344,6.1562,3.5627,97,99,98.3885,29,55,41.3538,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,52,57,54.6192,175.41,433.97,275.5151,400.0,400.0,400.0,43.85,108.49,68.8783,1395,1410,1409.0769,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038865049867,4038894161888,4038879208846.2886,1329724378673,1329725921049,1329725128116.8076,1414.143,1414.143,1414.143,491873.961,491874.008,491873.9856,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2702.07,3164.57,2848.6594,0.5238,0.6134,0.5522,502236.77,502699.82,502552.6918,2.6,2.6,2.6
100,run_100_train,v16k_d2048_h8_l24_s4096_b4,train,1,16384,2048,8,24,4096,4,256,0,1,29.33,0,0,0
101,run_101_train,v32k_d2048_h8_l12_s2048_b2,train,0,32768,2048,8,12,2048,2,256,670083072,1054,302.85,2.0469,9.375,4.7877,97,99,98.381,29,55,40.9683,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,49,57,53.0635,172.78,437.66,279.1606,400.0,400.0,400.0,43.2,109.41,69.7901,1380,1410,1408.9881,1215,1215,1215.0,0,0,0.0,0,0,0.0,4038964485626,4038982103301,4038970576320.698,1329727068427,1329728314232,1329727665433.0793,1414.143,1414.143,1414.143,491874.121,491874.281,491874.202,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2635.86,3106.84,2898.3964,0.5109,0.6022,0.5618,502286.97,502759.95,502496.8273,2.5,2.6,2.5944
102,run_102_train,v16k_d1024_h8_l6_s4096_b2,train,0,16384,1024,8,6,4096,2,128,92146688,2933,302.82,1.8281,5.8438,3.6587,85,99,97.631,27,55,40.9722,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,51,57,54.5317,162.79,438.52,278.402,400.0,400.0,400.0,40.7,109.63,69.6005,1380,1410,1408.631,1215,1215,1215.0,0,0,0.0,0,0,0.0,4039017630198,4039060489720,4039042457411.202,1329728993150,1329730459257,1329729727617.012,1414.143,1414.143,1414.143,491874.281,491874.355,491874.3283,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2687.99,3127.09,3106.0358,0.521,0.6061,0.6021,502269.46,502709.23,502293.806,2.6,2.6,2.6
103,run_103_train,v8k_d2048_h8_l6_s4096_b4,train,0,8192,2048,8,6,4096,4,256,318265344,609,307.77,2.3281,7.0,4.4445,97,99,98.3212,29,55,41.2021,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,49,57,52.3005,171.13,416.68,273.1534,400.0,400.0,400.0,42.78,104.17,68.2882,1395,1410,1409.1451,1215,1215,1215.0,0,0,0.0,0,0,0.0,4039109397757,4039138397808,4039127486573.855,1329731137620,1329732143303,1329731644445.2642,1414.143,1414.143,1414.143,491874.355,491874.402,491874.3889,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,3075.25,3097.23,3084.3434,0.5961,0.6004,0.5979,502297.83,502318.57,502309.6994,2.6,2.6,2.6
104,run_104_train,v32k_d512_h16_l6_s4096_b4,train,0,32768,512,16,6,4096,4,32,35618304,1946,302.82,1.6562,6.375,3.8315,96,99,98.293,29,55,41.1953,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,53,58,55.5547,168.64,445.68,276.2386,400.0,400.0,400.0,42.16,111.42,69.0597,1380,1410,1408.4766,1215,1215,1215.0,0,0,0.0,0,0,0.0,4039173999351,4039222550163,4039203708811.496,1329732844172,1329734199054,1329733525629.996,1414.143,1414.143,1414.143,491874.402,491874.402,491874.402,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,2633.09,3110.19,2941.6186,0.5104,0.6029,0.5702,502287.93,502768.11,502458.2895,2.5,2.6,2.5941
105,run_105_train,v32k_d1024_h8_l24_s1024_b4,train,0,32768,1024,8,24,1024,4,128,335029248,1544,307.73,2.1406,7.75,4.6121,90,99,98.0738,29,55,41.3648,42152624128,42152624128,42152624128.0,98.14,98.14,98.14,50,55,52.1926,165.75,439.67,277.8186,400.0,400.0,400.0,41.44,109.92,69.4548,1380,1410,1408.7705,1215,1215,1215.0,0,0,0.0,0,0,0.0,4039257886946,4039303311750,4039286592832.18,1329734965250,1329736228979,1329735560446.2952,1414.143,1414.143,1414.143,491874.402,491874.516,491874.4899,124.095,124.095,124.095,44.3,44.3,44.3,90,90,90.0,0.0,0.0,0.0,3089.63,3100.23,3096.1491,0.5989,0.6009,0.6001,502297.26,502309.57,502301.4012,2.6,2.6,2.6
